key,Actividad Econ&oacutemica,E-mail,Fax,Fecha de Constitución,Fecha de listado en BMV,Historia de la Empresa,Oficinas Corporativas,Principales Productos y/o Servicios,Ramo,Relación con Inversionistas,Sector,Subramo,Subsector,Teléfono
TEAK,PRODUCTOR DE TECA,investors@irconsulting.mx,.,11-Sep-2001,30-Jun-2010,"Proteak Uno, S.A.B. de C.V es una empresa forestal Mexicana líder que produce y transforma maderas preciosas en México y Centro América las cuales comercializa en los Estados Unidos, Europa y Asia. Proteak desarrolla sus actividades de plantación y trasformación en estricto apego a los lineamientos del FSC (Forest Stewardship Council) el sistema más robusto a nivel mundial para el aseguramiento de prácticas forestales sustentables en términos económicos, sociales y ambientales. La empresa cuenta con más de 9,000 hectáreas de plantaciones en Colombia, Costa Rica y México, convirtiéndola en una de las mayores empresas privadas del mundo en este sector.","PASEO DE LA REFORMA 540 LOMAS DE CHAPULTEPEC SECCIÓN I ,11000, MEXICO CDMX",,PRODUCTOS MADEREROS Y PAPELEROS,Lic. ALEJANDRO RAMIREZ (Relación con Inversionistas),MATERIALES,PRODUCTOS MADEREROS,MATERIALES,(55) 6235 1504
TEKCHEM,FABRICACION Y VENTA DE PRODUCTOS QUIMICOS Y AGROQUIMICOS,amartinez@tekchem.com.mx,014646489705,12-Nov-1991,27-Sep-1996,"TEKCHEM FUE CREADA EN 1991 POR UN GRUPO DE INVERSIONISTAS MEXICANOS. EN 1992 LE ES ADJUDICADA A TEKCHEM LA UNIDAD SALAMANCA DE FERTIMEX EN LICITACION PÚBLICA DERIVADA DEL PROCESO DE PRIVATIZACIÓN DE FERTIMEX. EN MAYO DE 1992 SE INICIAN OPERACIONES BAJO EL MANDO DE LA NUEVA ADMINISTRACION. EN 1993 EL FONDO DE OPTIMIZACION DE CAPITALES, S.A. DE C.V., SOCIEDAD DE INVERSION DE CAPITALES, INVIERTE EN EL CAPITAL SOCIAL DE TEKCHEM Y PARTICIPA EN SU ADMINISTRACION CON EL FIN DE DESARROLLAR LA SOCIEDAD. DE ESTA FORMA TEKCHEM IMPULSO UNA NUEVA ESTRATEGIA DE NEGOCIO RECONOCIENDO LA ENORME OPORTUNIDAD QUE SE PRESENTABA AL DIVERSIFICAR SUS PRODUCTOS Y MERCADOS AL UTILIZAR LA CAPACIDAD DISPONIBALE DE LAS PLANTAS. EN LOS ÚLTIMOS CUATRO AÑOS TEKCHEM HA PROGRESADO NOTABLEMENTE, BASADO EN PROGRAMAS DE MANTENIMIENTO Y CALIDAD TOTAL, EN ESTANDARIZACIÓN Y DESARROLLO DE PRODUCTOS, RENOVACIÓN DE MANUFACTURA, PRÁCTICAS DE SEGURIDAD Y CONTROLES EXTENSIVOS EN EL IMPACTO AMBIENTAL. TEKCHEM PRODUCE, EN FORMA SEGURA Y EFICIENTE, ESPECIALIDADES QUÍMICAS DE ALTA CALIDAD PARA SATISFACER NECESIDADES DE LA INDUSTRIA QUÍMICA, LA AGRICULTURA Y LA SALUD.","CARRETERA PANAMERICANA KM. 314.5 SAN JUAN ,36770, SALAMANCA GTO","PARATION METILICO, INTERMEDIOS METILICOS, METAMIDOFOS, MALATION, DICLORODIFENILTRICLOROETANO, CLORAL, SAN SODICA/PNP, INTERMEDIO ETILICO.",PRODUCTOS QUÍMICOS,C.P. IGNACIO RIVERO (DIRECTOR GENERAL),MATERIALES,PRODUCTOS QUÍMICOS DIVERSOS,MATERIALES,014646478000
TLEVISA,GRUPO TELEVISA ES LA COMPAÑÍA DE MEDIOS DE COMUNICACIÓN MÁS GRANDE EN EL MUNDO DE HABLA HISPANA.,cmadrazov@televisa.com.mx,52612494,19-Dec-1990,10-Dec-1991,"GRUPO TELEVISA, S.A.B. O ""TELEVISA"" ES UNA EMPRESA DE MEDIOS LÍDER EN LA PRODUCCIÓN DE CONTENIDO AUDIOVISUAL EN ESPAÑOL, UN IMPORTANTE OPERADOR DE CABLE EN MÉXICO Y UN SISTEMA LÍDER DE TELEVISIÓN DE PAGA VÍA SATÉLITE EN MÉXICO. TELEVISA DISTRIBUYE EL CONTENIDO QUE PRODUCE A TRAVÉS DE VARIOS CANALES DE TELEVISIÓN ABIERTA EN MÉXICO Y EN MÁS DE 75 PAÍSES, A TRAVÉS DE 26 MARCAS DE CANALES DE TELEVISIÓN DE PAGA Y CANALES DE TELEVISIÓN, OPERADORES DE CABLE Y SERVICIOS ADICIONALES POR INTERNET (""OTT"", POR SUS SIGLAS EN INGLÉS). EN ESTADOS UNIDOS, EL CONTENIDO AUDIOVISUAL DE TELEVISA SE DISTRIBUYE A TRAVÉS DE UNIVISION COMMUNICATIONS INC. (""UNIVISION""), LA EMPRESA DE MEDIOS DE HABLA HISPANA LÍDER EN ESTADOS UNIDOS. UNIVISION TRANSMITE EL CONTENIDO AUDIOVISUAL DE TELEVISA A TRAVÉS DE VARIAS PLATAFORMAS A CAMBIO DE REGALÍAS. ADEMÁS, TELEVISA CUENTA CON UNA PARTICIPACIÓN ACCIONARIA E INSTRUMENTOS CON DERECHOS DE SUSCRIPCIÓN DE ACCIONES (""WARRANTS"") QUE UNA VEZ INTERCAMBIADOS REPRESENTARÍAN APROXIMADAMENTE EL 36% SOBRE UNA BASE DE DILUCIÓN Y CONVERSIÓN TOTAL DEL CAPITAL DE UNIVISION HOLDINGS, INC., LA COMPAÑÍA CONTROLADORA DE UNIVISION. EL NEGOCIO DE CABLE DE TELEVISA OFRECE SERVICIOS INTEGRADOS, INCLUYENDO VIDEO, SERVICIOS DE DATOS DE ALTA VELOCIDAD Y SERVICIOS DE VOZ A CLIENTES RESIDENCIALES Y COMERCIALES, ASÍ COMO SERVICIOS ADMINISTRADOS A EMPRESAS DE TELECOMUNICACIÓN LOCALES E INTERNACIONALES. TELEVISA POSEE UNA PARTICIPACIÓN MAYORITARIA EN SKY, UN SISTEMA LÍDER DE TELEVISIÓN DE PAGA DIRECTA AL HOGAR VÍA SATÉLITE Y PROVEEDOR DE BANDA ANCHA QUE OPERA EN MÉXICO, LA REPÚBLICA DOMINICANA Y CENTROAMÉRICA. TELEVISA TAMBIÉN TIENE INTERESES EN LA PUBLICACIÓN Y DISTRIBUCIÓN DE REVISTAS, LA PRODUCCIÓN Y TRANSMISIÓN DE RADIO, DEPORTES PROFESIONALES, ENTRETENIMIENTO EN VIVO, PRODUCCIÓN Y DISTRIBUCIÓN DE PELÍCULAS, Y JUEGOS Y SORTEOS.","AV. VASCO DE QUIROGA No. 2000 SANTA FE ,01210, MÉXICO CDMX","A TRAVÉS DE SUS SUBSIDIARIAS PRODUCE, DISTRIBUYE Y TRANSMITE PROGRAMAS DE TELEVISIÓN PARA EL MERCADO NACIONAL E INTERNACIONAL; DESARROLLA Y OPERA SERVICIOS DE TELEVISIÓN DIRECTA AL HOGAR VIA SATELITE.",MEDIOS DE COMUNICACIÓN,LIC. CARLOS MADRAZO (DIR. RELACIONES CON INVS.),SERVICIOS DE TELECOMUNICACIONES,SERVICIOS DE RADIO Y TELEVISIÓN,MEDIOS DE COMUNICACIÓN,52612000
TMM,TRANSPORTACIÓN MULTIMODAL Y SERVICIOS DE LOGISTICA,mauricio.monterrubio@tmm.com.mx,56298899,14-Aug-1987,27-Dec-2001,"Grupo TMM, S.A.B., es una compañía de logística y transporte integral que ofrece una red regional integral de servicios de transporte multimodal, servicios de logística y tecnología, servicios portuarios, servicios de transportación marítima especializada y servicios de almacenaje. Los servicios de Grupo TMM incluyen: (1) operaciones en puertos y terminales, (2) transportación marítima especializada la cual comprende (a) transporte de productos refinados de petróleo y químicos, (b) arrendamiento de buques abastecedores para la industria petrolera en el Golfo de México, (c) servicios de remolcadores de buques en el puerto de Manzanillo, (3) operaciones terrestres que incluye servicios integrados de logística, y (4) servicios de almacenaje el cuál incluye: (a) almacén general de depósito, (b) recinto fiscalizado y (c) almacenaje puro.","AV. DE LA CUSPIDE 4755 PARQUES DEL PEDREGAL ,14010, MEXICO CDMX",,TRANSPORTE MARÍTIMO,LIC. MAURICIO MONTERRUBIO (RELACION CON INVERSIONISTAS),INDUSTRIAL,TRANSPORTE MARÍTIMO,TRANSPORTES,56298866
TRAXION,TRANSPORTE,a.tejedo@traxion.global,,27-Jul-2011,29-Sep-2017,"Somos una empresa líder en la industria del autotransporte y logística en México, ofrecemos una solución única e integral de (i) autotransporte de carga y logística y (ii) servicios de transporte escolar y de personal. A través de estos dos segmentos operativos complementarios, prestamos servicios de autotransporte terrestre doméstico e internacional en un mercado altamente fragmentado. Derivado de la estrategia de adquisiciones disciplinada y orientada que hemos implementado, junto con nuestro crecimiento orgánico, hemos creado la plataforma ""Traxión"", que incluye cinco marcas clave reconocidas por su liderazgo y calidad en los mercados en los que prestan servicios. A través de nuestra diversificada flota de camiones y autobuses, así como de nuestros rigurosos programas de mantenimiento y renovación, somos capaces de prestar servicios de alta calidad en la República Mexicana y de coordinar servicios continuos hacia los Estados Unidos. Nuestro segmento de autotransporte de carga y logística provee servicios de autotransporte de carga a través de todo el país y al extranjero. Operamos una de las flotas de autotransporte terrestre más grandes en México, la cual, al cierre del 3T17, estaba integrada en promedio por 1,562 unidades motrices. Contamos con una de las flotas más modernas de la industria, con una edad promedio de 5.2 años, comparado con el promedio de la industria de 16.6 años, de acuerdo con datos de la SCT. Operamos servicios a través de nuestras subsidiarias, incluyendo MyM, Egoba, Grupo SID y AFN. Mantenemos un grado de centralización entre nuestras diferentes subsidiarias al promover el uso compartido de terminales, talleres de mantenimiento y un sistema centralizado de abastecimiento, entre otros. Esta centralización nos ayuda a generar eficiencias que nos permiten mantener flexibilidad, ofrecer precios competitivos e impulsar rentabilidad. Prestamos servicios de transporte escolar y de personal y turismo a compañías y escuelas privadas principalmente bajo contratos por plazos prestablecidos. Operamos la flota de camiones y camionetas más grande en México: nuestra flota promedio es de 3,758 vehículos al cierre del 3T17. Prestamos los servicios de este segmento a través de nuestra subsidiaria LIPU.","PASEO DE LA REFORMA 115 PISO 17 LOMAS DE CHAPULTEPEC ,11000, CIUDAD DE MÉXICO CDMX","AUTOTRANSPORTE DE CARGA (NACIONAL E INTERNACIONAL) Y LOGÍSTICA, Y AUTOTRANSPORTE ESCOLAR Y DE PERSONAL",CARRETERAS Y FERROCARRILES,ING. ANTONIO TEJEDO (VICEPRESIDENTE DE RELACIÓN CON INVERSIONISTAS),INDUSTRIAL,TRANSPORTE POR CARRETERA,TRANSPORTES,50467900
UNIFIN,LA ACTIVIDAD PRINCIPAL DE LAS EMPRESAS DE ARRENDAMIENTO ESTÁ ESPECIFICADA PRINCIPALMENTE EN LOS ARTÍCULOS 24 Y 25 DE LA LEY GENERAL DE ORGANIZACIONES Y ACTIVIDADES AUXILIARES DEL CRÉDITO.,david.pernas@unifin.com.mx,52028391,03-Feb-1993,23-Apr-2004,"Principales productos y/o servicios: Su nicho de mercado son las PyMEs y su gama de productos son el arrendamiento puro, factoraje financiero y crédito automotriz. Historia de la empresa: Unifin es una compañía especializada en tres líneas de negocio: arrendamiento operativo, factoraje financiero, crédito automotriz y otros créditos. A través de su principal línea de negocio, el arrendamiento puro u operativo, Unifin otorga arrendamientos para todo tipo de maquinaria y equipo, vehículos de transporte (incluyendo automóviles, camiones, helicópteros, aviones y embarcaciones) y otros activos de diversas industrias, Unifin se especializa en el sector de la mediana empresa. La Compañía, a través de su negocio de factoraje financiero, proporciona a sus clientes soluciones financieras y de liquidez, adquiriendo o descontando cuentas por cobrar de sus clientes o, en su caso, de los proveedores de sus clientes. La línea de crédito automotriz de la Compañía está dedicada principalmente al otorgamiento de créditos para la adquisición de vehículos nuevos o usados. El negocio de otros créditos se enfoca al financiamiento de capital de trabajo y adquisición de otros bienes de capital. Unifin Financiera, S.A.B. de C.V., es una sociedad mexicana legalmente constituida hace más de 26 años, mediante Escritura Pública número 11,954 de fecha 3 de febrero de 1993, registrada en el Registro Público de la Propiedad de México, Distrito Federal del 16 de marzo de 1993, ante la fe de la Licenciada Ana de Jesús Jiménez Montañez, titular de la Notaría 146 del Distrito Federal, con una duración de 25 años Cambió su razón social a Arrendadora Unifin, S.A. de C.V., mediante Escritura Pública número 17,122, de fecha 26 de septiembre de 1996, bajo el número de inscripción del Registro Público de Comercio con fecha 14 de enero de 1997, ante la fe de la Licenciada Ana de Jesús Jiménez Montañez. Las oficinas de Unifin se encuentran ubicadas en Presidente Masaryk No. 111, piso 5, Col. Polanco V Sección, Miguel Hidalgo, C.P. 11560, México, D.F. con número telefónico 5249-5800 al 34. Objeto Social El Objeto Social de la Empresa comprende: a) Adquirir y enajenar por cualquier título permitido por la Ley, ya sea por cuenta propia o ajena, toda clase de bienes muebles e inmuebles. b) Dar o tomar en arrendamiento toda clase de bienes muebles e inmuebles. c) Contratar al personal necesario para el cumplimiento de los fines sociales y delegar en una o varias personas el cumplimiento de mandatos, comisiones, servicios y demás actividades propias de su objeto. d) Participar o formar parte de otras sociedades o asociaciones civiles o mercantiles, formando parte de ellas desde el momento de su constitución o en cualquier fecha posterior. e) Avalar o garantizar en cualquier otra forma obligaciones propias o a cargo de terceros que sean accionistas de la sociedad o de los que la sociedad sea socio o accionista. f) Prestar toda clase de servicios de asesoría en materia administrativa, comercial o financiera. g) Actuar como agente, comisionista mediador o representante de toda clase de sociedades a asociaciones civiles y mercantiles, nacionales o extranjeras. h) Poseer, adquirir o explotar toda clase de derechos de propiedad intelectual o industrial, incluyendo marcas, patentes y derechos de autor. i) Administrar los bienes muebles o inmuebles que sean necesarios o convenientes para el desarrollo de los fines sociales. j) En general, celebrar cualquier acto civil o mercantil que le sea permitido por la Ley. k) Obtener y / o conceder préstamos, garantizar obligaciones propias o de terceros mediante fianzas, hipotecas, prendas, avales, obligaciones solidarias, fideicomisos, cesión de derechos o cualesquiera otras garantías y suscribir, aceptar, endosar, avalar, enajenar y, en general, negociar con toda clase de títulos de crédito y valores.","PRESIDENTE MASARYK NO. 111 - 5 POLANCO V SECCION ,11560, MEXICO CDMX","INSTITUCIÓN FINANCIERA 100% MEXICANA CON MÁS DE 21 AÑOS DE EXPERIENCIA. SU NICHO DE MERCADO SON PYMES. SU GAMA DE PRODUCTOS SON ARRENDAMIENTO PURO, FACTORAJE FINANCIERO Y CRÉDITO AUTOMOTRIZ.",INTERMEDIARIOS FINANCIEROS NO BANCARIOS,LIC. DAVID PERNAS (DIRECTOR DE RELACIÓN CON INVERSIONISTAS),SERVICIOS FINANCIEROS,SOFOMES,ENTIDADES FINANCIERAS,52495800
URBI,"CONSTRUCCION, PROMOCION Y VENTA DE VIVIENDA.",adalberto.ramirez@urbi.com,6865530281,24-Nov-1981,18-Mar-2002,"Urbi es una compañía mexicana desarrolladora de vivienda fundada en 1981 en un marco de planeación estratégica y con una visión a largo plazo. La empresa está integrada verticalmente y diversificada, sus operaciones abarcan los segmentos de Vivienda de Interés Social, Vivienda Media y Vivienda Residencial. La Empresa mantiene operaciones en las ciudades medias de mayor crecimiento en el país, así como en las zonas metropolitanas del Valle de México, Bajío y Guadalajara. Desde el inicio de sus operaciones, Urbi ha desarrollado, construido y vendido más de 430,000 viviendas. La misión de Urbi es ser la empresa líder de productos y servicios para el desarrollo de comunidades sustentables, satisfaciendo plenamente las necesidades y deseos de sus clientes y generando valor para sus empleados, inversionistas y aliados.","AV. ALVARO OBREGON 1137 NUEVA ,21100, MEXICALI BC",,CONSTRUCCIÓN DE VIVIENDAS,ING. ADALBERTO RAMIREZ (DIRECTOR DE RELACION CON INVERSIONISTAS),INDUSTRIAL,CONSTRUCCIÓN DE VIVIENDAS,CONSTRUCCIÓN,6865238620
VALUEGF,CONTROLADORA DE EMPRESAS DEDICADAS A PRESTAR SERVICIOS FINANCIEROS ESPECIALIZADOS.,jkaun@value.com.mx,8183-99-22-88,05-Aug-1992,09-Dec-1992,"VALUE GRUPO FINANCIERO S.A.B. DE C.V. ES UNA SOCIEDAD 100% MEXICANA, QUE CONTROLA DESDE 1992 A LAS SIGUIENTES EMPRESAS DEL SISTEMA FINANCIERO MEXICANO: VALUE, S.A. DE C.V. CASA DE BOLSA, VALUE ARRENDADORA, S.A. DE C.V. (ARRENDADORA FINANCIERA ) Y VALUE FACTORAJE, S.A. DE C.V. ( FACTORAJE FINANCIERO ). DURANTE EL AÑO DE 1993, SE CONSTITUYO EL ACTUAL EQUIPO DE CONSEJEROS Y ADMINISTRADORES CON EL FIN DE PODER DAR ASI A NUESTROS CLIENTES LA CONFIANZA Y SERVICIO DE EXCELENCIA QUE REQUIEREN. EL GRUPO PRESTA SUS SERVICIOS EN LAS PLAZAS DE MONTERREY, MEXICO, GUADALAJARA, CHIHUAHUA Y MORELIA.","AVE. BOSQUES DEL VALLE # 106 PTE. BOSQUES DEL VALLE ,66250, SAN PEDRO GARZA GARCIA NL",,GRUPOS FINANCIEROS,. JOSE KAUN (PLANEACION),SERVICIOS FINANCIEROS,GRUPOS FINANCIEROS,ENTIDADES FINANCIERAS,8183-99-22-22
VASCONI,FABRICACION Y VENTA DE ARTICULOS DE ALUMINIO Y ACERO PARA EL HOGAR.,ereveles@grupovasconia.com,,19-Jan-1934,12-Jul-1991,"Grupo Vasconia, S.A.B. antes Ekco, S.A.B. inició operaciones el 19 de enero de 1934, bajo la razón social de Aluminio, S.A.. En abril de 1949, Aluminio, S.A., como parte de una alianza estratégica, se asocia con Edward Keating cambiando su razón social a Aluminio Ekco, S.A.. En 1950, Aluminio Ekco, S.A. se fusiona con el grupo American Home Products ampliando su línea de productos a casi 1,000 artículos diferentes e iniciando en este año la construcción de sus nuevas naves en la delegación Azcapotzalco. En el año de 1990 la operación de México se separa del grupo de empresas American Home Products y las instalaciones fueron compradas por la empresa Unión de Capitales, S.A. Sociedad de Inversión de Capitales (UNICA), la cual institucionaliza a Grupo Vasconia, S.A.B., por lo que entra de lleno tanto a la competencia nacional como a la internacional de manera exitosa, iniciando así una reconversión vertical con miras al año 2000. En 1991, Grupo Vasconia, S.A.B. realizó la oferta pública inicial de sus acciones a través de la Bolsa Mexicana de Valores. En 1992, la Emisora fusionó a Vasconia, su rival tradicional.","AVENIDA 16 DE SEPTIEMBRE No. 346 EL PARTIDOR ,54879, CUAUTITLAN MEX","OLLAS EXPRESS, BATERIAS SUPERALUM, ARTICULOS COMPRADOS NACIONALES E INTERNACIONALES PARA COMERCIALIZAR, SARTENES, UTENSILIOS, COLADORES, ARTEFACTOS, ELECTRICOS, OTROS.",BIENES DE CONSUMO DOMÉSTICO DURADERO,C.P. EMMANUEL REVELES (DIRECTOR DE CORPORATIVO DE ADMINISTRACION Y FINANZAS),SERVICIOS Y BIENES DE CONSUMO NO BÁSICO,PRODUCTOS DOMÉSTICOS ESPECIALIZADOS,BIENES DE CONSUMO DURADERO Y CONFECCIÓN,58990249
VESTA,DESARROLLO INMOBILIARIO INDUSTRIAL,iwolska@vesta.com.mx,+52 (55) 5251 1923,18-Jul-1996,20-Jul-2012,"VESTA es una empresa líder en el desarrollo de edificios industriales y centros de distribución para arrendamiento en México. Desde 1998, ha experimentado un crecimiento rápido y sólido que hoy se traduce en más de un millón de metros cuadrados de superficie rentable en edificios dedicados a la manufactura ligera y la logística. Nuestro portafolio inmobiliario es uno de los más grandes de México, con fuerte presencia en varios mercados estratégicos en 11 estados de la República Mexicana. Nuestros inmuebles están ubicados dentro de parques industriales modernos y en los principales corredores logísticos y de comercio del país. Nuestra base de clientes es amplia y diversificada, tenemos más de 75 clientes multinacionales, pertenecientes a diversos sectores dinámicos, tales como: alimentos y bebidas, automotriz, logística, aeroespacial, dispositivos médicos, plásticos entre otros. En Vesta, creemos en la sustentabilidad y estamos trabajando en ello a través de nuestros desarrollos con certificaciones ""LEED"", somos una empresa socialmente responsable y contamos con la certificación ISO 9000 para nuestras operaciones administrativas. Contamos con un fuerte gobierno corporativo, con consejeros independientes y comités participativos, que le dan una gran institucionalidad y transparencia a nuestras operaciones.","AV PASEO DE TAMARINDOS 90, TORRE 2, PISO 28 BOSQUES DE LAS LOMAS ,05120, CIUDAD DE MEXICO CDMX",DESARROLLO DE EDIFICIOS A LA MEDIDA Y PARQUES A LA MEDIDA. DESARROLLO DE EDIFICIOS MULTI-INQUILINOS.,DESARROLLOS INMOBILIARIOS,. JUAN FELIPE SOTTIL (DIRECTOR DE FINANZAS),INDUSTRIAL,DESARROLLOS INMOBILIARIOS,CONSTRUCCIÓN,+52 (55) 5950 0070
